      621.4561767578        0.0000673579        0.0004929999
      631.7991333008        0.0001134126        0.0006133530
      642.1421508789        0.0009445390        0.0023913779
      652.4851074219        0.0008225791        0.0009944164
      662.8280639648        0.0005179557       -0.0000651443
      673.1710205078       -0.0001665951       -0.0001037157
      683.5140380859        0.0009029404        0.0003947496
      693.8569946289        0.0002623925        0.0009401719
      704.1999511719        0.0007323549       -0.0003671927
      714.5429077148       -0.0012573929       -0.0019064519
      724.8858642578        0.0002334871       -0.0000899112
      735.2288818359       -0.0002262949        0.0011619328
      745.5718383789       -0.0002383636       -0.0003652555
      755.9147949219       -0.0000994301        0.0009456526
      766.2577514648        0.0000155574        0.0010369365
      776.6007080078        0.0000474270       -0.0015897483
      786.9437255859        0.0000042440       -0.0017146164
      797.2866821289       -0.0000149378        0.0005532814
      807.6296386719        0.0005255580        0.0004100265
      817.9725952148       -0.0000762775       -0.0016562778
      828.3156127930       -0.0001428074       -0.0001432484
      838.6585693359       -0.0001569801        0.0001515347
      849.0015258789        0.0001805289       -0.0006777073
      859.3444824219        0.0002913750       -0.0001436835
      869.6874389648       -0.0004063590       -0.0011744987
      880.0304565430        0.0003821152        0.0001842373
      890.3734130859       -0.0005995105       -0.0005993861
      900.7163696289       -0.0000921522        0.0009197257
      911.0593261719        0.0000996178       -0.0006220648
      921.4023437500       -0.0001948860        0.0011110419
      931.7453002930       -0.0003377252        0.0019586103
      942.0882568359       -0.0003907650        0.0006132589
      952.4312133789        0.0002690790        0.0004791473
      962.7741699219        0.0001775978        0.0004282567
      973.1171875000        0.0000541668        0.0009538216
      983.4601440430       -0.0001803169        0.0002814379
      993.8031005859       -0.0003159065        0.0012628471
     1004.1460571289       -0.0003044364       -0.0000204511
     1014.4890747070       -0.0003326355        0.0011056835
     1024.8320312500       -0.0007566435       -0.0011356993
     1035.1749267578        0.0002734404       -0.0002533133
     1045.5179443359        0.0000527920       -0.0007110960
     1055.8609619141        0.0003208110       -0.0009367479
     1066.2038574219        0.0004921977        0.0018886646
     1076.5468750000        0.0004394622       -0.0011177663
     1086.8898925781       -0.0002045878       -0.0018164377
     1097.2327880859        0.0003434963       -0.0000099125
     1107.5758056641       -0.0002084181       -0.0002727231
     1117.9187011719        0.0000848858        0.0001904418
     1128.2617187500        0.0001449411       -0.0001555842
     1138.6047363281       -0.0002145182       -0.0004924769
     1148.9476318359       -0.0003339616       -0.0009877401
     1159.2906494141       -0.0000933431        0.0008370521
     1169.6335449219        0.0009469426        0.0005785122
     1179.9765625000        0.0006585922        0.0004530980
     1190.3195800781        0.0004884157        0.0007137650
     1200.6624755859        0.0000665897       -0.0004601558
     1211.0054931641        0.0000404016       -0.0001349755
     1221.3483886719       -0.0009932281       -0.0007989163
     1231.6914062500        0.0000000000        0.0000000000
